,name,rating,reviews,type,hq,old,employees
29,Ict Sms,3.6,(159 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",13 years old,51-200 Employees (India)
0,Chaitanya India ...,4.1,(159 Reviews),Private,"Bangalore,Karnataka + 66 more",13 years old,5k-10k Employees (India)
1,Self Practice,4.5,(159 Reviews),New Delhi + 64 more,,,
2,Carraro,4.2,(158 Reviews),Private,"Campodarsego,Padua + 1 more",90 years old,1k-5k Employees (India)
3,GKB RX Lens,4.1,(158 Reviews),Private,"Kolkata,West Bengal + 19 more",63 years old,1k-5k Employees (India)
4,The Professional...,3.8,(158 Reviews),Private,"Navi Mumbai,Maharashtra + 43 more",36 years old,1k-5k Employees (India)
5,Aris Global Soft...,3.7,(158 Reviews),Private,"Miami,Florida + 1 more",35 years old,1k-5k Employees (India)
6,Kentech Internat...,4.5,(158 Reviews),Private,Dubai + 12 more,29 years old,201-500 Employees (India)
7,Knowledge Splice...,3.4,(158 Reviews),Private,"Houston,Texas + 8 more",11 years old,201-500 Employees (India)
8,Shubhalakshmi Po...,3.7,(158 Reviews),Public,Mumbai + 8 more,43 years old,501-1k Employees (India)
9,MAN Truck & Bus,4.1,(158 Reviews),Private,"Munich,Munich + 16 more",264 years old,201-500 Employees (India)
10,Neon Laboratorie...,3.7,(158 Reviews),Public,"Mumbai,Maharashtra + 22 more",40 years old,1k-5k Employees (India)
11,Anglo-Eastern Sh...,4.0,(158 Reviews),Private,Kowloon + 8 more,48 years old,1k-5k Employees (India)
12,Flexituff Ventu...,3.8,(158 Reviews),Public,"Pithampur,Madhya Pradesh + 10 more",56 years old,51-200 Employees (India)
13,InfoBeans,4.0,(158 Reviews),Public,"Indore,Madhya Pradesh + 3 more",22 years old,1k-5k Employees (India)
14,Raj Petro Specia...,3.9,(158 Reviews),Private,"Mumbai,Maharashtra + 20 more",80 years old,501-1k Employees (India)
15,MBL Infrastructu...,4.0,(158 Reviews),Public,"Delhi/NCR,Delhi + 15 more",27 years old,201-500 Employees (India)
16,Citykart Retail,4.1,(158 Reviews),Private,"Delhi,NCT + 38 more",6 years old,201-500 Employees (India)
17,Sanjay Ghodawat ...,3.2,(158 Reviews),Kolhapur + 11 more,12 years old,201-500 Employees (India),
18,NatWest Markets,4.2,(158 Reviews),Private,Edinburgh + 5 more,6 years old,10k-50k Employees (India)
19,Solitaire World,4.1,(158 Reviews),Private,Pune + 2 more,36 years old,201-500 Employees (India)
20,ATC Telecom Infr...,4.2,(158 Reviews),Private,New Delhi + 32 more,18 years old,201-500 Employees (India)
21,Northcorp Softwa...,4.6,(158 Reviews),Private,"Gurgaon/Gurugram,Haryana + 6 more",7 years old,51-200 Employees (India)
22,The Co-operative...,3.9,(158 Reviews),"Manchester,Greater Manchester + 74 more",150 years old,201-500 Employees (India),
23,BharatPe,3.8,(158 Reviews),Private,"Bangalore,Karnataka + 42 more",4 years old,201-500 Employees (India)
24,Kia,3.9,(158 Reviews),Seoul + 23 more,1k-5k Employees (India),,
25,Sureti Insurance...,4.5,(158 Reviews),Coimbatore + 2 more,,,
26,Scope eKnowledge...,3.7,(157 Reviews),Private,"Chennai,Tamil Nadu + 4 more",35 years old,201-500 Employees (India)
27,Archirodon,4.2,(157 Reviews),Private,"Dordrecht,South Holland + 14 more",63 years old,201-500 Employees (India)
28,Bony Polymers,3.9,(157 Reviews),Private,"Faridabad,Haryana + 10 more",41 years old,201-500 Employees (India)
29,Cenveo Publisher...,3.5,(157 Reviews),Private,"Richmond,Verginia + 5 more",19 years old,201-500 Employees (India)
0,KJS Cement,3.8,(157 Reviews),Private,"Satna,Madhya Pradesh + 20 more",10 years old,1k-5k Employees (India)
1,AIG Business Sol...,4.6,(157 Reviews),Private,"Gurgaon/Gurugram,Haryana + 4 more",9 years old,51-200 Employees (India)
2,Charak Pharma,3.8,(157 Reviews),"Mumbai,Maharashtra + 27 more",75 years old,501-1k Employees (India),
3,PPD,4.3,(157 Reviews),Private,"Wilmington,North Carolina + 7 more",37 years old,1k-5k Employees (India)
4,Micromatic Machi...,4.5,(157 Reviews),Public,Bengaluru + 25 more,49 years old,501-1k Employees (India)
5,Brinton Pharmace...,4.0,(157 Reviews),"Pune,Maharashtra + 21 more",8 years old,51-200 Employees (India),
6,Carzonrent,3.9,(157 Reviews),Private,"Delhi,NCT + 13 more",22 years old,51-200 Employees (India)
7,Piramal Foundati...,4.1,(157 Reviews),NGO/NPO,Mumbai + 37 more,14 years old,11-50 Employees (India)
8,Naandi Foundatio...,4.0,(157 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 36 more",24 years old,51-200 Employees (India)
9,Gujarat Alkalies...,4.5,(157 Reviews),Public,"Bharuch,Gujarat + 5 more",49 years old,1k-5k Employees (India)
10,APOLLO POWER SYS...,4.0,(157 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",37 years old,1k-5k Employees (India)
11,Datamatics Busin...,3.8,(157 Reviews),Public,Mumbai + 3 more,40 years old,1k-5k Employees (India)
12,Helloverify,3.5,(157 Reviews),"Noida,Uttar Pradesh + 4 more",10 years old,201-500 Employees (India),
13,Al Fara'a Group,3.8,(279 Reviews),Private,"Al Ain,Abu Dhabi + 10 more",42 years old,201-500 Employees (India)
14,Nuance Communica...,4.2,(249 Reviews),Public,"Burlington,Massachusetts + 11 more",30 years old,1k-5k Employees (India)
15,Incred Finance,4.1,(158 Reviews),Private,"Mumbai,Maharashtra + 17 more",6 years old,501-1k Employees (India)
16,e-Procurement Te...,3.2,(156 Reviews),Private,"Ahmedabad,Gujarat + 15 more",16 years old,501-1k Employees (India)
17,Sheraton Hotels ...,4.3,(156 Reviews),Private,"Bethesda,Maryland + 16 more",27 years old,10k-50k Employees (India)
18,Marksans Pharma,3.2,(156 Reviews),Public,"Mumbai,Maharashtra + 9 more",30 years old,201-500 Employees (India)
19,Mobiloitte Techn...,2.6,(156 Reviews),Private,"Delhi/NCR,Delhi + 2 more",18 years old,501-1k Employees (India)
20,Creamline Dairy ...,4.3,(156 Reviews),"Hyderabad/Secunderabad,Telangana + 14 more",36 years old,501-1k Employees (India),
21,Kalyani Motors,3.9,(156 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 3 more",16 years old,501-1k Employees (India)
22,Jay Ushin,4.0,(156 Reviews),Public,"Gurgaon/Gurugram,Haryana + 8 more",63 years old,1k-5k Employees (India)
23,SEED Infotech,3.8,(156 Reviews),Public,"Pune,Maharashtra + 14 more",28 years old,1k-5k Employees (India)
24,Voylla,3.9,(156 Reviews),Private,"Jaipur,Rajasthan + 39 more",10 years old,201-500 Employees (India)
25,GS Lab,4.3,(156 Reviews),Private,Pune + 1 more,19 years old,1k-5k Employees (India)
26,Edac Engineering,3.7,(156 Reviews),Private,"Chennai,Tamil Nadu + 15 more",35 years old,1k-5k Employees (India)
27,Tredence,3.8,(156 Reviews),Private,"San Jose,California + 4 more",9 years old,1k-5k Employees (India)
28,Satguru Travels ...,3.6,(156 Reviews),Private,Dubai + 20 more,33 years old,201-500 Employees (India)
29,The New India As...,4.5,(156 Reviews),Public,"Mumbai,Maharashtra + 54 more",103 years old,10k-50k Employees (India)
0,Shriram Finance,3.5,(156 Reviews),Mumbai + 51 more,43 years old,51-200 Employees (India),
1,Hipad Technology...,4.0,(156 Reviews),Private,"Noida,Uttar Pradesh + 2 more",6 years old,1k-5k Employees (Global)
2,Europa Locks,3.6,(156 Reviews),Private,"Pune,Maharashtra + 15 more",38 years old,51-200 Employees (India)
3,Futuresoft Solut...,3.6,(156 Reviews),Private,New Delhi + 15 more,26 years old,501-1k Employees (India)
4,Damco Solutions,3.5,(156 Reviews),Private,"Princeton,New Jersey + 14 more",26 years old,501-1k Employees (India)
5,UAE Exchange,4.0,(357 Reviews),Public,"Abu Dhabi,Abu Dhabi + 37 more",27 years old,1-10 Employees (India)
6,Synopsys,4.2,(156 Reviews),Public,"Mountain View,California + 8 more",36 years old,1k-5k Employees (India)
7,Muthoot Capital ...,3.6,(155 Reviews),Public,"Kochi/Cochin,Kerala + 52 more",28 years old,1k-5k Employees (India)
8,Ritz-Carlton,4.1,(155 Reviews),Private,Maryland + 12 more,39 years old,501-1k Employees (India)
9,Marathon Realty,3.9,(155 Reviews),Private,Mumbai + 5 more,53 years old,201-500 Employees (India)
10,Kamineni Hospita...,4.0,(155 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 3 more",27 years old,1k-5k Employees (India)
11,TRINAMIX,4.4,(155 Reviews),Private,"San Jose,California + 3 more",10 years old,201-500 Employees (India)
12,AGI Glaspac,4.0,(155 Reviews),Private,Hyderabad + 3 more,50 years old,1k-5k Employees (India)
13,Jindal Power,4.1,(155 Reviews),Public,New Delhi + 13 more,15 years old,5k-10k Employees (India)
14,Faiveley Transpo...,4.0,(155 Reviews),Private,Pittsburgh + 11 more,153 years old,1k-5k Employees (India)
15,Future Consumer,4.2,(155 Reviews),Public,"Mumbai,Maharashtra + 26 more",26 years old,1k-5k Employees (India)
16,Aspire Home Fina...,4.1,(155 Reviews),Private,"Mumbai,Maharashtra + 59 more",9 years old,1k-5k Employees (India)
17,Metrochem Api,3.4,(155 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 5 more",18 years old,201-500 Employees (India)
18,Indchemie Health...,4.0,(155 Reviews),Private,"Mumbai,Maharashtra + 31 more",36 years old,1k-5k Employees (India)
19,IMC,4.0,(155 Reviews),Private,"Chennai,Tamil Nadu + 26 more",87 years old,501-1k Employees (India)
20,GSPANN Technolog...,4.0,(155 Reviews),Private,"Milpitas,California + 4 more",18 years old,1k-5k Employees (India)
21,Odessa,4.0,(155 Reviews),Private,Philadelphia + 1 more,24 years old,501-1k Employees (India)
22,Network 18,4.1,(155 Reviews),Private,"Mumbai,Maharashtra + 16 more",29 years old,1k-5k Employees (India)
23,Saurav Chemicals,3.9,(155 Reviews),Private,"Panchkula,Haryana + 9 more",31 years old,201-500 Employees (India)
24,SMR Automotive S...,3.9,(155 Reviews),Private,Stuttgart + 14 more,87 years old,201-500 Employees (India)
25,Reliance Petrole...,3.7,(155 Reviews),Public,Ahemdabad + 27 more,14 years old,201-500 Employees (India)
26,Indian Steel Cor...,4.1,(155 Reviews),Public,"Indore,Madhya Pradesh + 7 more",18 years old,1k-5k Employees (India)
27,Geetanjali Medic...,4.3,(155 Reviews),Private,"Udaipur,Rajasthan + 15 more",15 years old,1k-5k Employees (India)
28,Alchemy Techsol ...,3.5,(155 Reviews),Private,Bangalore + 12 more,8 years old,201-500 Employees (India)
29,Bellsonica Auto ...,3.8,(155 Reviews),Private,"Gurgaon/Gurugram,Haryana + 5 more",66 years old,201-500 Employees (India)
0,Balajee Group,4.0,(155 Reviews),Private,"Mumbai,Maharashtra + 25 more",19 years old,51-200 Employees (India)
1,Oerlikon Grazian...,4.5,(155 Reviews),Private,Pfaffikon + 8 more,116 years old,1k-5k Employees (India)
2,Carnival Cinemas,3.8,(155 Reviews),"Mumbai,Maharashtra + 48 more",10 years old,201-500 Employees (India),
3,Arjas Steel,4.2,(155 Reviews),"Bengaluru,,Karnataka + 5 more",29 years old,51-200 Employees (India),
4,Aquity Solutions,3.6,(155 Reviews),Cary + 9 more,23 years old,201-500 Employees (India),
5,Rajiv Gandhi Can...,3.9,(155 Reviews),NGO/NPO,"Delhi/NCR,Delhi + 1 more",26 years old,1k-5k Employees (India)
6,Mashreq Global S...,3.4,(155 Reviews),Private,Dubai + 5 more,17 years old,1k-5k Employees (India)
7,CapeStart,4.7,(155 Reviews),"Cambridge,MA + 1 more",8 years old,201-500 Employees (India),
8,QX Global Group,3.9,(155 Reviews),Public,"Skipton,North Yorkshire + 5 more",19 years old,1k-5k Employees (India)
9,SkillVertex,3.4,(155 Reviews),"Bangalore,Karnataka + 3 more",1 years old,201-500 Employees (India),
10,Aptean,3.4,(172 Reviews),Private,"Alpharetta,Georgia + 1 more",24 years old,501-1k Employees (India)
11,Vedang Radio Tec...,4.0,(154 Reviews),Private,"Mumbai,Maharashtra + 20 more",17 years old,501-1k Employees (India)
12,Sudhir Power,4.2,(154 Reviews),Private,"Gurgaon/Gurugram,Haryana + 23 more",49 years old,1k-5k Employees (India)
13,VisionTek,3.9,(154 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 15 more",29 years old,501-1k Employees (India)
14,Gravita,4.4,(154 Reviews),Public,"Jaipur,Rajasthan + 9 more",30 years old,201-500 Employees (India)
15,International Tr...,4.1,(154 Reviews),Public,"Gurgaon/Gurugram,Haryana + 16 more",41 years old,501-1k Employees (India)
16,Mol Information ...,4.1,(154 Reviews),Private,Kolkata + 5 more,25 years old,51-200 Employees (India)
17,ABIS Exports,4.1,(154 Reviews),Private,Rajnandgaon + 36 more,37 years old,1k-5k Employees (India)
18,Nuclear Power Co...,4.0,(154 Reviews),Mumbai + 17 more,35 years old,10k-50k Employees (India),
19,Mitsubishi Eleva...,4.0,(154 Reviews),Private,Tokyo + 18 more,91 years old,1k-5k Employees (India)
20,Doubletree By Hi...,3.8,(154 Reviews),Virginia + 16 more,53 years old,501-1k Employees (India),
21,PARAGON POLYMER ...,4.1,(154 Reviews),Kottayam + 29 more,47 years old,1k-5k Employees (India),
22,Groz Engineering...,4.2,(154 Reviews),Private,"Gurgaon/Gurugram,Haryana + 14 more",46 years old,1k-5k Employees (India)
23,Newgen Knowledge...,3.9,(154 Reviews),Private,Chennai + 9 more,26 years old,1k-5k Employees (India)
24,Jain University,3.8,(154 Reviews),Private,Bangalore + 7 more,13 years old,1k-5k Employees (India)
25,Western Union,4.3,(154 Reviews),Private,"Denver,Colorado + 15 more",171 years old,1k-5k Employees (India)
26,Hindustan Latex ...,3.7,(154 Reviews),Private,"Noida,Uttar Pradesh + 39 more",30 years old,1k-5k Employees (India)
27,Global Healthcar...,3.4,(154 Reviews),Private,"Chennai,Tamil Nadu + 2 more",6 years old,1k-5k Employees (India)
28,Steelman Telecom,3.7,(154 Reviews),Private,"Kolkata,West Bengal + 26 more",36 years old,501-1k Employees (Global)
29,Technosoft Engin...,4.1,(154 Reviews),Public,"Thane,Maharashtra + 2 more",23 years old,201-500 Employees (India)
0,Motilal Oswal,3.8,(154 Reviews),Public,Mumbai + 58 more,35 years old,5k-10k Employees (India)
1,Miracle Software...,3.4,(154 Reviews),Private,Novi + 5 more,28 years old,1k-5k Employees (India)
2,JNET Technologie...,4.2,(153 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 21 more",15 years old,501-1k Employees (India)
3,Nuberg Engineeri...,3.4,(153 Reviews),Private,Noida + 6 more,26 years old,201-500 Employees (India)
4,Akbar Travels,3.8,(153 Reviews),Private,"Mumbai,Maharashtra + 27 more",44 years old,11-50 Employees (India)
5,Apollo Medskills,4.3,(153 Reviews),JV,"Hyderabad/Secunderabad,Telangana + 24 more",10 years old,201-500 Employees (India)
6,MNC Group,3.8,(153 Reviews),Jakarta + 34 more,33 years old,1 Lakh+ Employees (Global),
7,Balasore Alloys,3.6,(153 Reviews),Public,"Balasore,Odisha + 10 more",38 years old,501-1k Employees (India)
8,HYT Engineering,3.4,(153 Reviews),Private,"Pune,Maharashtra + 10 more",45 years old,201-500 Employees (India)
9,Jyoti Structures,3.9,(153 Reviews),Public,Mumbai + 27 more,48 years old,11-50 Employees (India)
10,Della Adventure ...,3.9,(153 Reviews),Private,Lonavla + 10 more,31 years old,501-1k Employees (India)
11,ISRO Satellite C...,4.4,(153 Reviews),Bengaluru + 11 more,46 years old,10k-50k Employees (India),
12,Trelleborg,4.2,(153 Reviews),Private,"Trelleborg,Baden-Württemberg + 4 more",70 years old,51-200 Employees (India)
13,Anunta Technolog...,3.7,(153 Reviews),Private,"Mumbai,Maharashtra + 9 more",10 years old,201-500 Employees (India)
14,Brink's,4.3,(153 Reviews),Private,"Farmers Branch,Texas + 30 more",163 years old,201-500 Employees (India)
15,ETV Network,3.7,(153 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 11 more",27 years old,5k-10k Employees (Global)
16,Vyom Labs,3.8,(153 Reviews),Private,Pune + 3 more,19 years old,501-1k Employees (India)
17,Mindteck,3.5,(153 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",31 years old,1k-5k Employees (India)
18,Alcatel-Lucent,4.4,(153 Reviews),Public,Boulogne Billancourt Cedex + 18 more,30 years old,201-500 Employees (India)
19,IM Gears,3.8,(153 Reviews),Chennai + 4 more,57 years old,201-500 Employees (India),
20,Elcamino Softwar...,3.1,(153 Reviews),Private,Gurugram + 1 more,12 years old,201-500 Employees (India)
21,HCL Infotech,3.7,(1.6k Reviews),Private,Noida + 23 more,31 years old,1 Lakh+ Employees (Global)
22,Mr Cooper,4.4,(264 Reviews),Private,"Dallas,Texas + 2 more",28 years old,501-1k Employees (India)
23,Zee Learn,3.7,(152 Reviews),Public,"Mumbai,Maharashtra + 24 more",6 years old,201-500 Employees (India)
24,Path Infotech,4.2,(152 Reviews),Private,"Noida,Uttar Pradesh + 5 more",31 years old,501-1k Employees (India)
25,Consero Global S...,3.3,(152 Reviews),Private,Austin + 2 more,16 years old,501-1k Employees (India)
26,Affiliated Compu...,3.4,(152 Reviews),Private,Dallas + 10 more,34 years old,11-50 Employees (India)
27,KK Spun Pipes,3.1,(152 Reviews),Private,"Faridabad,Haryana + 14 more",45 years old,201-500 Employees (India)
28,Lokesh Machines,3.8,(152 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 6 more",39 years old,501-1k Employees (India)
29,Amcor Flexibles ...,3.8,(152 Reviews),Private,"Melbourne,Victoria + 11 more",158 years old,201-500 Employees (India)
0,Chennai Petroleu...,4.4,(152 Reviews),Public,"Chennai,Tamil Nadu + 6 more",57 years old,1k-5k Employees (India)
1,Pyro Group,3.9,(152 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 25 more",23 years old,201-500 Employees (India)
2,Preethi Kitchen ...,4.4,(152 Reviews),Private,"Chennai,Tamil Nadu + 36 more",44 years old,1k-5k Employees (India)
3,Netenrich Techno...,3.9,(152 Reviews),Private,"San Jose,California + 4 more",18 years old,501-1k Employees (India)
4,RASI SEEDS,4.4,(152 Reviews),Private,"Salem,Tamil Nadu + 46 more",49 years old,501-1k Employees (India)
5,Travelex,3.5,(152 Reviews),Private,London + 7 more,46 years old,501-1k Employees (India)
6,Shreya Life Scie...,3.6,(152 Reviews),Private,"Mumbai,Maharashtra + 25 more",21 years old,501-1k Employees (India)
7,IIT Madras,4.5,(152 Reviews),Private,Chennai + 3 more,63 years old,1k-5k Employees (India)
8,SLK Global Solut...,4.1,(152 Reviews),Bengaluru/Bangalore + 5 more,,,
9,S&P Capital IQ,4.2,(152 Reviews),Private,"New York,New York + 2 more",24 years old,10k-50k Employees (India)
10,CignaTTk Health ...,4.0,(152 Reviews),Private,"Mumbai,Maharashtra + 34 more",10 years old,1k-5k Employees (India)
11,Ibis,4.2,(152 Reviews),Private,Gurgaon/Gurugram + 19 more,1-10 Employees (India),
12,SRM Technologies...,3.8,(152 Reviews),Private,"Chennai,Tamil Nadu + 13 more",23 years old,501-1k Employees (India)
13,Padget Electroni...,3.6,(152 Reviews),Noida + 2 more,501-1k Employees (India),,
14,BIC Contracting,4.4,(152 Reviews),Dubai + 10 more,1k-5k Employees (India),,
15,ArcelorMittal,4.0,(151 Reviews),Private,Boulevard D’Avranches + 21 more,16 years old,501-1k Employees (India)
16,D'Decor Home Fab...,3.7,(151 Reviews),Private,"Mumbai,Maharashtra + 17 more",23 years old,501-1k Employees (India)
17,Midco,3.9,(151 Reviews),Private,Sioux Falls + 28 more,91 years old,1-10 Employees (India)
18,Suresh Surana & ...,3.6,(151 Reviews),LLP,"Mumbai,Maharashtra + 11 more",38 years old,1k-5k Employees (India)
19,Brawn Laboratori...,3.9,(151 Reviews),Private,"Delhi/NCR,New Delhi + 8 more",32 years old,501-1k Employees (India)
20,Accutest Researc...,3.9,(151 Reviews),Private,"Navi Mumbai,Maharashtra + 4 more",24 years old,201-500 Employees (India)
21,Sukhbir Agro Ene...,3.5,(151 Reviews),Private,"Delhi/NCR,Delhi + 17 more",23 years old,501-1k Employees (India)
